ParticipantID,NLL,Recovered_lr,Recovered_vunsamp,Recovered_vsamp,Recovered_lam,Recovered_kappa_a,Recovered_prior_r,Recovered_a_bs,Recovered_ndt,Recovered_v_stage_0,Recovered_v_stage_1,Synthetic_lr,Synthetic_vunsamp,Synthetic_vsamp,Synthetic_vps,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r,Synthetic_a_bs,Synthetic_ndt,Synthetic_v_stage_0,Synthetic_v_stage_1
11,-4.257673642280173,2.2755819582450347,0.6172241556664031,0.5170533089959688,2.1734203368258904,4.583588815491312,0.4073467582103794,1.227674133554499,0.04482705682960042,1.8800462486086913,9.999996094981947,3.335618709996933,0.6284536193626764,0.1319478315992181,0.5512150157652674,2.7932033561633185,4.5793936153365005,0.3189393741260923,1.3571510328738206,0.0476547049696789,4.475791440506382,5.575878151711118
12,-3.1531585198020675,4.0,0.8818333387223908,0.7147469991903663,3.9989667844976404,2.3667090141185594,0.4698001133799244,1.385573710322042,0.48715795886993796,10.0,2.5063651621216083,2.294244330308381,0.8148396419637057,0.3126725395205446,0.4027755416321297,8.512376625014975,2.8841465161601243,0.5923957609266403,1.3299295224589691,0.487471301625849,6.209523875804722,1.3339403014523998
13,1.164896499685598,0.39774986101243415,0.12437706958824946,0.5018284196355073,0.5777824479232724,0.16008728353382978,0.2,1.8330301393228603,0.13798535819062535,8.526683103495222,0.6302747474114716,0.1316348663701378,0.1020699010177435,0.4297149687056877,0.0216240611677276,6.262089291372217,0.4879130898804223,0.3505769226297475,1.8780238996680083,0.115826746706249,2.705519937974664,0.2107967283551126
14,-2.382754954168765,3.5646330057171722,0.5405478590859634,0.3452443971204518,2.8581721569488288,1.9388411638904404,0.7230614245975118,1.3578299467111072,0.614662130394323,9.298676373137958,2.752396602142575,3.9401822144418777,0.5504162473092695,0.3405184549517241,0.0238755159994042,3.8983874837498425,2.2627931319321712,0.7586019162587019,1.3304654358008097,0.6147818910832991,6.651683545821934,1.8596096979633887
15,2.2694830381271855,3.696687814684776,0.7285751157435235,0.43371856482320315,0.874865941324699,0.09439558963166655,0.2304424551501858,2.073291205403756,0.9836728941876912,1.2120456706442226,0.21579928862716935,2.0230533959457278,0.7078506865739413,0.0869211309855721,0.545431768352066,0.2605993268839324,0.0352336190503782,0.2357171642840428,2.081181698851435,0.9257041086902308,4.055573841390242,0.7503263933654081
16,-3.0525041997883005,1.9625318302031747,0.5186251430885841,0.9,10.0,0.5021455336997859,0.5511996814312041,1.0669945330946042,0.8421233999180683,3.8379781252385063,6.6231175679276495,3.445409897932115,0.4673678269233962,0.2870422820256817,0.8667291049062081,9.382617685023783,1.3000948597834616,0.3208351122282322,2.478962202232486,0.8425182098415589,3.3672108974505486,5.864294214642616
17,-3.930062616546981,0.2787549090638387,0.12681144835942096,0.7394271827577916,4.498747316698632,3.9963386133975614,0.22757678332632036,0.4275572057754579,0.28737461129950176,1.6957435579203473,4.172310785728188,0.6489799979152311,0.1751343617143276,0.6852016943928861,0.1350886152168449,2.6590704104782747,3.447474315888347,0.2090535845797874,0.419119294313711,0.2875259400240286,3.366231805122992,3.6221610553001113
18,-4.249848155458639,2.2212354749892467,0.0381829110693937,0.6725130191482478,1.4134036505012448,5.0,0.7421004867457109,0.7510568666000599,0.20652846842806852,1.4115199920782717,8.96863989936835,3.2287623020540783,0.0323828708927777,0.3225557201627926,0.5744503199401418,1.4300410951832263,4.288693072557203,0.5873386449640597,0.7265856742761002,0.2080974099989472,7.454983307481646,4.034066283341728
19,1.2611175267045958,3.282036368948263,0.9,0.9,0.10593544755309174,0.2793399190436948,0.2,2.9216557269665704,0.4419654530329884,10.0,2.638825297704378,1.937880243794027,0.7987095702654547,0.1236991946618078,0.8679355176475059,0.4262968179657989,0.497201286274424,0.3339430585642661,3.284364804363902,0.4558728073695024,6.532511422613194,1.7432113751983724
20,-4.94160866523468,0.6473413251064202,0.4931687069502907,0.8375236098374298,10.0,3.5663640126801996,0.3498629369817851,1.2456782227986243,0.3723777615443155,4.492920870516705,10.0,0.666887731706113,0.4687635064984102,0.6662642717521995,0.4162270186935256,8.696140851211128,3.302059673353201,0.3494540530711597,1.169138216967788,0.3740467168670696,7.566160562962172,9.379376643097824
21,-3.6294555502824792,1.9149789490580285,0.22414031339432178,0.6520716864910618,9.999992383938078,1.8810314717667538,0.3823683625023658,1.5290410031324606,0.0893775268052822,4.834534400429781,4.6513282027653124,3.447623997275332,0.2354497134146295,0.3710510351807128,0.5503896895052893,5.468344558158083,1.9463747270448284,0.260852466128766,2.9353057762698453,0.0881351639254338,8.660774293737196,8.634484403326345
22,-5.028002642871006,2.4747804532916686,0.4393880731326571,0.7618813878188931,9.999999750075435,4.045641235965942,0.3332372813880012,1.432393914734486,0.34313750341261184,2.673909479566268,5.05655384139844,2.833803166061491,0.4377821164269175,0.629231908871625,0.3554883540915886,7.974959842933487,3.932085411399239,0.293317150324173,1.4759249362972118,0.3439831767859903,3.641702986535258,5.666455566878987
23,-2.233258679237223,0.06458700843216876,0.6385042880611347,0.4104516175407469,10.0,1.3073778596621886,0.4312057230320078,1.0072157112594784,0.0680641153915561,9.108404396826977,10.0,0.1667497700811511,0.5939727470675092,0.1814685831509709,0.3748163005557973,4.508926565007,1.7436338477382296,0.4299681860768076,0.9671324251367096,0.0681300573940744,5.512566489358516,5.958669456166511
