ParticipantID,NLL,Recovered_lr,Recovered_vunsamp,Recovered_vps,Recovered_lam,Recovered_kappa_a,Recovered_prior_r,Recovered_a_bs,Recovered_ndt,Recovered_v_stage_0,Recovered_v_stage_1,Synthetic_lr,Synthetic_vunsamp,Synthetic_vsamp,Synthetic_vps,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r,Synthetic_a_bs,Synthetic_ndt,Synthetic_v_stage_0,Synthetic_v_stage_1
11,-4.346823958541223,3.0266018626098825,0.6113091597246468,0.6058977446689863,1.9972449913241594,5.0,0.3064569996138522,1.393984794892173,0.044238187296653256,1.2941948279702755,7.034230261595349,3.335618709996933,0.6284536193626764,0.1319478315992181,0.5512150157652674,2.7932033561633185,4.5793936153365005,0.3189393741260923,1.3571510328738206,0.0476547049696789,4.475791440506382,5.575878151711118
12,-3.15982693254435,3.0167002563710095,0.8413541936543298,0.6093526174305545,3.3914462846036297,2.3746372369945083,0.46752829986826605,1.386426016668506,0.48725312948129107,9.99991730740689,2.5024758755157577,2.294244330308381,0.8148396419637057,0.3126725395205446,0.4027755416321297,8.512376625014975,2.8841465161601243,0.5923957609266403,1.3299295224589691,0.487471301625849,6.209523875804722,1.3339403014523998
13,1.1791056794255648,0.6706769359548482,0.11889771216578693,0.5423314923585013,10.0,2.456853357252726,0.2,1.8323160901928486,0.13247039849537165,0.22622450006823422,0.017071762514731196,0.1316348663701378,0.1020699010177435,0.4297149687056877,0.0216240611677276,6.262089291372217,0.4879130898804223,0.3505769226297475,1.8780238996680083,0.115826746706249,2.705519937974664,0.2107967283551126
14,-2.3711711553990327,3.653792096538385,0.5120402490218922,0.28399437089409174,3.010535754831383,2.16954841694776,0.7251214697858871,1.3382296825231097,0.6148469507908533,7.281492726793009,2.13155688821791,3.9401822144418777,0.5504162473092695,0.3405184549517241,0.0238755159994042,3.8983874837498425,2.2627931319321712,0.7586019162587019,1.3304654358008097,0.6147818910832991,6.651683545821934,1.8596096979633887
15,2.268723501449214,3.471970259065149,0.7357464400684504,0.40782916680652426,0.8250910114995169,0.11061689037841234,0.2444132426343112,2.0709295194737827,0.9872226144619725,1.2547503606159587,0.22264183862525336,2.0230533959457278,0.7078506865739413,0.0869211309855721,0.545431768352066,0.2605993268839324,0.0352336190503782,0.2357171642840428,2.081181698851435,0.9257041086902308,4.055573841390242,0.7503263933654081
16,-3.8704197877740105,3.082356193165379,0.4278822676642002,0.8981326883411774,9.999995879091552,1.3698453372867578,0.3231824822935426,2.271906539899378,0.8423275588382042,2.7167178261578693,4.706288726792166,3.445409897932115,0.4673678269233962,0.2870422820256817,0.8667291049062081,9.382617685023783,1.3000948597834616,0.3208351122282322,2.478962202232486,0.8425182098415589,3.3672108974505486,5.864294214642616
17,-3.8946695610242945,0.649777765384892,0.13968913684755563,0.7200821097406569,4.7811310753147165,5.0,0.2,0.4104690928559533,0.28748074132712814,0.6089868402350264,0.9860288790360527,0.6489799979152311,0.1751343617143276,0.6852016943928861,0.1350886152168449,2.6590704104782747,3.447474315888347,0.2090535845797874,0.419119294313711,0.2875259400240286,3.366231805122992,3.6221610553001113
18,-4.218038701563588,4.0,0.038276917282755604,0.817191404076005,1.2664311017446972,5.0,0.3481444592615217,0.7189757890636458,0.20661509250208468,1.3979244611292372,2.4805987456802456,3.2287623020540783,0.0323828708927777,0.3225557201627926,0.5744503199401418,1.4300410951832263,4.288693072557203,0.5873386449640597,0.7265856742761002,0.2080974099989472,7.454983307481646,4.034066283341728
19,1.0862149089401376,1.9321996979177298,0.7670134304288687,0.8872548523939877,0.4881092795427726,0.5822354958235589,0.3595998338196591,3.163883126083106,0.46511436785095345,5.417122256686489,1.342578398787534,1.937880243794027,0.7987095702654547,0.1236991946618078,0.8679355176475059,0.4262968179657989,0.497201286274424,0.3339430585642661,3.284364804363902,0.4558728073695024,6.532511422613194,1.7432113751983724
20,-4.745479854150139,0.9957660660371068,0.4543952982377361,0.7502647330213106,4.725287958646313,3.5861411473343106,0.3005794269085436,0.883003287530457,0.37363794785247256,3.720994215539727,6.171478525342349,0.666887731706113,0.4687635064984102,0.6662642717521995,0.4162270186935256,8.696140851211128,3.302059673353201,0.3494540530711597,1.169138216967788,0.3740467168670696,7.566160562962172,9.379376643097824
21,-3.3623393288060712,4.0,0.20889116086349535,0.7281492762167326,10.0,2.7382253273655333,0.2563009302753515,1.2362830816131825,0.08891535399715146,1.6498390797913596,1.651161344760627,3.447623997275332,0.2354497134146295,0.3710510351807128,0.5503896895052893,5.468344558158083,1.9463747270448284,0.260852466128766,2.9353057762698453,0.0881351639254338,8.660774293737196,8.634484403326345
22,-4.735414934307857,2.621305751126306,0.4266932825797289,0.7022620325155602,6.205209472855207,3.7143784840287584,0.27226128772487074,0.8390973763894302,0.3452415953489043,2.823204378701691,3.5486068718219936,2.833803166061491,0.4377821164269175,0.629231908871625,0.3554883540915886,7.974959842933487,3.932085411399239,0.293317150324173,1.4759249362972118,0.3439831767859903,3.641702986535258,5.666455566878987
23,-2.2364332094396713,0.3759435999844558,0.6043914028207082,0.5036346256927354,9.149062869176218,3.259107955661314,0.41473372577677947,1.0050481852958524,0.06833997451135188,1.2093947179490583,1.335019113669493,0.1667497700811511,0.5939727470675092,0.1814685831509709,0.3748163005557973,4.508926565007,1.7436338477382296,0.4299681860768076,0.9671324251367096,0.0681300573940744,5.512566489358516,5.958669456166511
