ParticipantID,NLL,Recovered_lr,Recovered_vunsamp,Recovered_vsamp,Recovered_gamma1,Recovered_gamma2,Recovered_lam,Recovered_kappa_a,Recovered_prior_r,Synthetic_lr,Synthetic_vsamp,Synthetic_vps,Synthetic_gamma1,Synthetic_gamma2,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r
11,6.224225015061772,3.278086576118321,0.003587412610072512,0.20180666709755238,20.0,12.651155683921317,0.887486657599084,5.0,0.5928089350085375,3.9719254305499136,0.2917451728631114,0.0318257275421825,16.347034585680266,10.066135671993246,0.527838561185705,4.451525136121206,0.4427086279882147
12,2.203555735334902,3.0524349318033686,0.0011198091809567446,0.3865390157100935,7.746948739884861,12.783017760996321,8.100317049175704,1.0951501485592119,0.4033567654314258,3.717092728561588,0.3618703564205054,0.0691490562972127,4.906022882399855,7.005210114144056,7.507282923552251,0.9237407617464184,0.4585841922355246
13,10.39720953356501,3.9933828291084827,0.0,0.3587697520827426,13.778125991173786,20.0,6.12270137142327,3.9644399046508205,0.6421239153748468,3.492981679263875,0.4803849822355048,0.0928392477741509,0.4904497410926445,14.116196023220972,9.791274909582173,3.925826314761534,0.6588357181072506
14,12.594259827301357,4.0,0.00019517150151947512,0.8818379673196665,3.4275187439409223,12.7200488461822,7.230840624854109,4.567414230597792,0.2034107666528379,2.7017900627120794,0.7159524392687987,0.0360160071053793,5.293632634337079,13.907950719431048,8.669883296077439,3.373034359084121,0.305765676790059
15,14.416115758376563,0.8189022678830096,0.0,0.6944997399055038,12.234023860927117,20.0,10.0,2.6247965234049033,0.8,3.745233839782773,0.8130408300997676,0.0780108895260957,3.86000075148506,5.503860612210534,7.384118706046068,4.296866641504285,0.5469934324709308
16,2.0794609712486314,0.7875224920203774,0.0,0.2612732269263651,18.516848027945716,15.455096136215985,10.0,5.0,0.37821530383688357,0.7985822826066489,0.3735808988592262,0.1240732802376964,18.34792373716849,15.290618808209471,5.102138338060776,2.2678752158541897,0.258705247007342
17,19.990313645805394,4.0,0.0,0.7961970490617895,20.0,2.568225939115625,2.7796886928301183,1.206544283592955,0.5875734391487922,1.2747014252013091,0.1085695158216568,0.7041042570260341,10.897674133523893,4.5455476283031775,2.242028392559363,1.3019909875789275,0.3853236513897536
18,10.701827543061528,2.219384919608638,9.40959792383493e-05,0.579833946782956,20.0,20.0,9.999999999984325,5.0,0.7992110606299138,1.5508205271256394,0.2677940391395135,0.6116003050798353,0.7014723861015781,6.562206298627363,7.452918728580155,4.714039925376424,0.6816395300945308
19,140.7649229214678,1.0123107751781546,0.0,0.3298821379426732,17.461677826632528,4.685012030816255,5.8100886321521275,0.0,0.2,0.963304838286216,0.2096239215454485,0.1713031152454702,17.649950697172187,4.757113744824397,7.581806234131275,1.3052486570234327,0.2198491060445093
20,280.03146094621786,0.0,0.0,0.01379440024293313,0.0,0.0,10.0,0.0,0.2069498819586936,2.933790800275064,0.6535816288156808,0.0800631998649481,6.534025158592032,18.96730580378045,1.6294899858218448,0.4333623632645506,0.5567623328669756
21,112.37395902108616,0.13783029437741506,0.0,0.0,5.092036708578931,0.43260829706098114,4.892007207621809,2.259009354207733,0.2,3.723959461383888,0.1204004769687822,0.461711064294016,13.679984282339152,3.4365951921365423,0.1125989349218947,4.438415652398624,0.2211387623920157
22,152.42371228514784,1.802584364531592,3.4235736359117623e-06,0.9,0.03591209981934075,20.0,10.0,2.045581247138195,0.8,1.0298331352306982,0.5865156285666017,0.257204640020186,0.1941519314963313,11.509036689299649,3.077922783347105,0.7575703092606156,0.7827699870395481
23,139.33031675866263,1.3859914051970432,0.0,0.9,20.0,20.0,0.0,0.018075674882907084,0.26379573995658057,0.6598890715958099,0.6545118970289494,0.8016517723441617,17.174302314538906,3.685141343168936,2.368085336942393,0.091813182512862,0.7588432803589127
