ParticipantID,NLL,Recovered_lr,Recovered_vunsamp,Recovered_vsamp,Recovered_vps,Recovered_lam,Recovered_kappa_a,Recovered_prior_r,Recovered_a_bs,Recovered_ndt,Recovered_v_stage_0,Recovered_v_stage_1,Synthetic_lr,Synthetic_vsamp,Synthetic_vps,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r,Synthetic_a_bs,Synthetic_ndt,Synthetic_v_stage_0,Synthetic_v_stage_1
12,-2.0257016109362636,3.049424183748009,0.0,0.5185602841715153,0.26169972101517536,2.428169068783236,0.6996479932694136,0.7807074498142459,1.0732923254264677,0.2848581797520523,1.278120598217549,9.99992634308485,3.335618709996933,0.6284536193626764,0.1319478315992181,6.124611286280749,1.3966016780816592,0.7495272338403802,1.0334594737775689,0.2857164953713028,0.4765470496967894,4.475791440506382
13,-3.163526930317878,2.874889921016572,0.0,0.5802947052861087,0.8010720600025163,3.8693728444721383,2.4187210467513456,0.6729221419093673,2.5457932038276105,0.6527483496145158,2.3492551161874693,4.036816992874341,2.230351260684447,0.5162049743193857,0.8148396419637057,3.474139328006051,2.2376418979562764,0.7107425975008985,2.434268421958492,0.6539929348777337,2.78359330394316,4.87471301625849
14,-2.492545594705684,3.7013702529713264,0.0,0.0923565512070863,0.07997503592075823,8.460681255906325,4.362893106998703,0.3043292974105125,2.8030329106080463,0.09506311999011237,0.3624274180461753,0.5594541082796056,2.483809550321889,0.1200546271307159,0.029617844933281,1.1341100113082614,2.387305381698265,0.2144160407784851,2.6169730378077203,0.0975826179760844,2.5096153771624574,4.264929458562184
15,-5.4933080261578695,0.7214807452791462,0.00012731983809511052,0.15571281083889826,0.1067132272564098,5.963596376510512,2.970640720878555,0.44424960486282505,0.4252099768819722,0.3896012281836021,4.370294924099615,9.206579938993533,0.4633069868249961,0.2434967944177198,0.0189717055519601,9.850455536104691,3.057868040607053,0.4270123033011495,0.3981548991086618,0.3898387483749842,4.525586263864343,9.310031937645029
16,-0.14916821549863774,0.007619187267410289,0.00026609206261574397,0.1339576993636636,0.8316391285091853,0.0,0.3130519017809731,0.22953227480820665,0.6784596101234845,0.6034692965950997,5.79009786507372,10.0,1.1140166873522266,0.5533037019749691,0.5986515191239741,1.8596096979633887,2.528816744932159,0.6719004577159611,0.65734242738513,0.6060352981689622,0.2605993268839324,0.0704672381007565
17,-2.777390263799903,0.32940992993473983,6.505526323690617e-06,0.32425949178045915,0.8548720139258482,4.73986673554732,0.5928898105577453,0.6987821120743323,2.199850402321112,0.3192177703997504,5.664715757197109,5.448569616384029,0.2381144285602854,0.4332604132341328,0.8331336978212078,4.055573841390242,0.375163196682704,0.7168114846898173,2.221401066240629,0.3189358689174241,9.630323387846756,9.382617685023783
18,-3.868324312355358,0.9586941810651206,0.0,0.16200888561723953,0.5316592362355311,6.242649853865355,1.363447402489914,0.5588061843395711,0.8832006615068886,0.19490214962125024,9.997452290269834,1.951825019631401,1.0400758878267693,0.1812526683423482,0.5300178329754696,8.42518209841559,1.6836054487252743,0.551857652878557,0.9003064980715887,0.1945937352381418,7.613352159920956,1.5009846135204996
19,0.8561808281955005,1.0186366412916836,0.0,0.4852737120815408,0.11217969936096936,0.07540590233239787,0.19391125454361602,0.2692375067368927,1.5594948993917155,0.8350690619005822,3.5998227461654495,9.184784921457437,1.06362816419131,0.6205453768599025,0.0135803768696811,0.3219440386857053,1.4376297001201432,0.4019739083073795,1.6401995904610414,0.8071905755135196,0.3598096765864189,3.5839524462532517
20,-3.7946036787481336,2.6472867846569854,0.0,0.1156281041819333,0.7749588733339621,7.340793307371962,0.6317689891397464,0.32406750679664437,2.1899198863339344,0.40303036123700636,2.950072722109014,4.978370544081467,2.553112533067297,0.1287036985664904,0.7719647530602965,6.455644082734327,0.5764671274001354,0.3248584459993683,3.058343823768209,0.4034066283341728,4.844700609485067,8.874550780727276
21,0.8054412109244781,0.017582133244752052,0.007163239275290349,0.6833041080856641,0.26276534914074057,0.9663428009378021,0.22614891825263075,0.2,1.9830549929195456,0.651454434791778,9.99996319557551,6.832484742441252,0.5497741984969235,0.8679355176475059,0.0383667136169219,0.994402572548848,1.1161921547022176,0.6839510493563086,1.986729387267159,0.6532511422613194,1.7432113751983724,1.6672193292652826
22,-5.1457201670682595,2.2701401220428172,2.543911664193602e-05,0.6192545829043595,0.40739069642311526,4.7765354538799984,2.936776727009974,0.36717381995717563,1.0055857765894531,0.37275005207416545,7.0518195255544756,9.998148200948622,2.0833933622151566,0.6662642717521995,0.4162270186935256,8.696140851211128,3.302059673353201,0.3494540530711597,1.169138216967788,0.3740467168670696,7.566160562962172,9.379376643097824
23,-4.162377042902044,3.394078177612635,0.0005568249237144372,0.0805728581876646,0.4509487913263886,3.4655059374952266,2.3431715257764214,0.4291928241045922,0.6006287697177771,0.7117364724466071,1.1494233596966545,10.0,3.447623997275332,0.2354497134146295,0.3710510351807128,6.115440994503215,2.7341722790790417,0.4335649672453794,0.6752568744607239,0.7122448043972556,0.8813516392543386,8.660774293737196
