ParticipantID,NLL,Recovered_lr,Recovered_vsamp,Recovered_vps,Recovered_lam,Recovered_kappa_a,Recovered_prior_r,Recovered_a_bs,Recovered_ndt,Recovered_v_stage_0,Recovered_v_stage_1,Synthetic_lr,Synthetic_vunsamp,Synthetic_vsamp,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r,Synthetic_a_bs,Synthetic_ndt,Synthetic_v_stage_0,Synthetic_v_stage_1
11,-1.2290038472421645,2.7548257870360593,0.8956198270097493,0.22638837817193325,0.3067411801395815,4.4316614206556695,0.8,1.0594826451238206,0.6782784664866898,2.6253816538936037,4.544220024025657,1.1499924081647506,0.861502808136954,0.6320841793153267,6.250155931933211,4.6536736657507385,0.3614254323511511,3.7173782614608144,0.6780829341239825,7.7136250720146196,5.716353364349514
12,0.22332975602666177,4.0,0.8856115747106895,0.23682502040459213,10.0,2.757517035883605,0.8,0.7219851382132655,0.23519866598669623,0.06452904637530614,0.10192462523990209,3.335618709996933,0.6284536193626764,0.1319478315992181,6.124611286280749,1.3966016780816592,0.7495272338403802,1.0334594737775689,0.2857164953713028,0.4765470496967894,4.475791440506382
13,-0.7358085057675006,0.002103713235990018,0.0018297225129293763,0.7730473697730496,0.4143055164454878,0.548390732002578,0.8,0.7171347489686118,0.6907734129851356,9.999958626479364,2.3118507077310766,2.230351260684447,0.5162049743193857,0.8148396419637057,3.474139328006051,2.2376418979562764,0.7107425975008985,2.434268421958492,0.6539929348777337,2.78359330394316,4.87471301625849
14,-1.4527121928574003,0.766432778413034,0.4296370527452536,0.0,0.2864256607133975,1.2210479771358491,0.2,1.4479709039175799,0.12944575582726967,7.304207578178191,4.491440447460562,2.483809550321889,0.1200546271307159,0.029617844933281,1.1341100113082614,2.387305381698265,0.2144160407784851,2.6169730378077203,0.0975826179760844,2.5096153771624574,4.264929458562184
15,-4.273018967889903,0.09958663104711594,0.008601768018251316,0.44649601068886946,2.945336526127943,4.06643466037314,0.8,0.3,0.3897213122365127,1.1264238154727857,3.9104451904549857,0.4633069868249961,0.2434967944177198,0.0189717055519601,9.850455536104691,3.057868040607053,0.4270123033011495,0.3981548991086618,0.3898387483749842,4.525586263864343,9.310031937645029
16,0.05254428009498752,0.0,0.24640038446257972,0.9,0.03494726687187607,0.20910652379784342,0.38440080564338674,0.6930386723572282,0.6026330957635253,7.6596899050977605,3.3556477218826757,1.1140166873522266,0.5533037019749691,0.5986515191239741,1.8596096979633887,2.528816744932159,0.6719004577159611,0.65734242738513,0.6060352981689622,0.2605993268839324,0.0704672381007565
17,0.3607708693545972,3.796942287531186,0.8872557812242952,0.4036777045879019,0.870753310942665,1.278352178045979,0.2,0.9952127285199925,0.39551056260213946,1.061721630967343,0.3082838221390796,0.2381144285602854,0.4332604132341328,0.8331336978212078,4.055573841390242,0.375163196682704,0.7168114846898173,2.221401066240629,0.3189358689174241,9.630323387846756,9.382617685023783
18,-2.1755126667396234,0.09095643548249499,0.4499024092600301,0.5792286428712782,10.0,0.9406713638769749,0.5193287058251301,0.5798725629709452,0.1947442794581686,10.0,1.069154692601132,1.0400758878267693,0.1812526683423482,0.5300178329754696,8.42518209841559,1.6836054487252743,0.551857652878557,0.9003064980715887,0.1945937352381418,7.613352159920956,1.5009846135204996
19,1.4488368242245588,0.01058446373206153,0.14893308615773188,0.8382673994887377,0.6715817211417867,1.629768519580812,0.8,1.5091077007601947,0.8783914841860706,0.2983037152240569,2.563490102748184,1.06362816419131,0.6205453768599025,0.0135803768696811,0.3219440386857053,1.4376297001201432,0.4019739083073795,1.6401995904610414,0.8071905755135196,0.3598096765864189,3.5839524462532517
20,-1.0483530187240326,0.07913477004861376,0.9,0.37270915139339705,10.0,0.11779766795625965,0.34999827220156304,0.7297258656887003,0.40505290020914164,5.154290443353504,9.697331387841936,2.553112533067297,0.1287036985664904,0.7719647530602965,6.455644082734327,0.5764671274001354,0.3248584459993683,3.058343823768209,0.4034066283341728,4.844700609485067,8.874550780727276
21,1.0481910916832224,7.646663463658127e-05,0.30902281446597063,0.6363313207016658,9.120697732034222,0.22349642521084653,0.40601625613109105,1.872064839974212,0.6635447422165162,9.943669071219665,10.0,0.5497741984969235,0.8679355176475059,0.0383667136169219,0.994402572548848,1.1161921547022176,0.6839510493563086,1.986729387267159,0.6532511422613194,1.7432113751983724,1.6672193292652826
22,-2.146301613035477,0.01521833717595423,0.0035605627854129107,0.7747648798086879,0.15736564042150167,1.5462883845656075,0.6993901618480074,0.34672524973907226,0.37252067687093304,10.0,10.0,2.0833933622151566,0.6662642717521995,0.4162270186935256,8.696140851211128,3.302059673353201,0.3494540530711597,1.169138216967788,0.3740467168670696,7.566160562962172,9.379376643097824
23,-2.1590316689958855,3.3172068138061235,0.7185725057249807,0.2855762236868629,1.1879401651889843,1.3477844848124554,0.8,0.32320246326823954,0.7091461425128163,1.4967846783135537,7.867008441761478,3.447623997275332,0.2354497134146295,0.3710510351807128,6.115440994503215,2.7341722790790417,0.4335649672453794,0.6752568744607239,0.7122448043972556,0.8813516392543386,8.660774293737196
