ParticipantID,NLL,Recovered_lr,Recovered_vsamp,Recovered_vps,Recovered_gamma1,Recovered_gamma2,Recovered_lam,Recovered_kappa_a,Recovered_prior_r,Synthetic_lr,Synthetic_vunsamp,Synthetic_vsamp,Synthetic_gamma1,Synthetic_gamma2,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r
14,62.06760693375821,0.004206559834142621,0.030959307762132873,0.8297035372764994,2.440080379184464,20.0,0.38166023428907236,4.9864198867043505,0.6281379447870704,2.7017900627120794,0.7159524392687987,0.0360160071053793,5.293632634337079,13.907950719431048,8.669883296077439,3.373034359084121,0.305765676790059
15,84.64450614552192,0.0008132414411845906,0.031002944817860978,0.9,2.874960847062722,20.0,0.41682902834369895,5.0,0.5548206257077163,3.745233839782773,0.8130408300997676,0.0780108895260957,3.86000075148506,5.503860612210534,7.384118706046068,4.296866641504285,0.5469934324709308
16,41.81247726101162,2.558852635428893,0.016750960775116737,0.746385374392098,19.813572533841825,0.09170273086716171,10.0,5.0,0.2,0.7985822826066489,0.3735808988592262,0.1240732802376964,18.34792373716849,15.290618808209471,5.102138338060776,2.2678752158541897,0.258705247007342
17,57.19174901214562,0.014947333152145805,0.6253483584419278,0.8420253248802091,4.932389198461515,18.107237331696815,8.59289944993161,1.3997270824184596,0.20272603545619466,1.2747014252013091,0.1085695158216568,0.7041042570260341,10.897674133523893,4.5455476283031775,2.242028392559363,1.3019909875789275,0.3853236513897536
18,58.91751034838293,0.02627316530093287,0.011173915239766605,0.8849007874205438,8.304300641018463,20.0,10.0,4.39298764200288,0.5517872874814671,1.5508205271256394,0.2677940391395135,0.6116003050798353,0.7014723861015781,6.562206298627363,7.452918728580155,4.714039925376424,0.6816395300945308
19,162.4151986319568,0.002971195696397849,0.11370059472301938,0.37258264385878065,12.824485054978231,14.30012759204823,7.558465837286699,2.148855799425289,0.2,0.963304838286216,0.2096239215454485,0.1713031152454702,17.649950697172187,4.757113744824397,7.581806234131275,1.3052486570234327,0.2198491060445093
20,140.33478150215984,0.9879068858034681,0.8703459625199708,0.0,20.0,13.35174988275675,0.47901880360643084,0.053240538446944576,0.7884096927481176,2.933790800275064,0.6535816288156808,0.0800631998649481,6.534025158592032,18.96730580378045,1.6294899858218448,0.4333623632645506,0.5567623328669756
21,128.03473670999915,2.289525434039542,0.7128675078003054,0.021716739410845877,13.838295671058336,20.0,0.0,4.008234207675472,0.44200917330022504,3.723959461383888,0.1204004769687822,0.461711064294016,13.679984282339152,3.4365951921365423,0.1125989349218947,4.438415652398624,0.2211387623920157
22,229.06804934105963,4.0,0.5017949015762996,0.9,0.023959797540177942,0.2681126938677197,1.2530245945177827,2.4133026474824315,0.2210803022129407,1.0298331352306982,0.5865156285666017,0.257204640020186,0.1941519314963313,11.509036689299649,3.077922783347105,0.7575703092606156,0.7827699870395481
23,209.4590458580468,2.010689505135099,0.9,0.0,20.0,10.059745876994489,0.0,0.016226601041630317,0.386303693453571,0.6598890715958099,0.6545118970289494,0.8016517723441617,17.174302314538906,3.685141343168936,2.368085336942393,0.091813182512862,0.7588432803589127
