ParticipantID,NLL,Recovered_lr,Recovered_vunsamp,Recovered_vsamp,Recovered_gamma1,Recovered_gamma2,Recovered_lam,Recovered_kappa_a,Recovered_prior_r,Synthetic_lr,Synthetic_vunsamp,Synthetic_vsamp,Synthetic_gamma1,Synthetic_gamma2,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r
11,45.814140665701196,3.200195163067429,0.30077838085291314,0.0,20.0,15.953121027127704,0.3898767686370218,5.0,0.3976015772987994,3.9719254305499136,0.2917451728631114,0.0318257275421825,16.347034585680266,10.066135671993246,0.527838561185705,4.451525136121206,0.4427086279882147
12,2.251718526992171,2.699694012524349,0.33544282553278754,0.12356519529418783,10.813205313486572,17.79262435445259,10.0,1.119210097751564,0.4628559535596951,3.717092728561588,0.3618703564205054,0.0691490562972127,4.906022882399855,7.005210114144056,7.507282923552251,0.9237407617464184,0.4585841922355246
13,3.4669407983251825,4.0,0.5761961666273338,0.0,5.087983700827518,20.0,10.0,4.793503407013151,0.6531111486121183,3.492981679263875,0.4803849822355048,0.0928392477741509,0.4904497410926445,14.116196023220972,9.791274909582173,3.925826314761534,0.6588357181072506
14,10.379804785709347,1.427551958390216,0.7037097814841796,0.24274513080468713,7.603949981176901,15.662093394469174,10.0,3.5694089266640754,0.24844778748135318,2.7017900627120794,0.7159524392687987,0.0360160071053793,5.293632634337079,13.907950719431048,8.669883296077439,3.373034359084121,0.305765676790059
15,18.917567849011675,4.0,0.8938709036702457,0.0,20.0,20.0,10.0,5.0,0.587216812954476,3.745233839782773,0.8130408300997676,0.0780108895260957,3.86000075148506,5.503860612210534,7.384118706046068,4.296866641504285,0.5469934324709308
16,3.1413178378829634,1.9888582796392076,0.4952196090234447,0.10449718153967365,18.572427450720518,14.474490151586277,10.0,4.168285962583233,0.2,0.7985822826066489,0.3735808988592262,0.1240732802376964,18.34792373716849,15.290618808209471,5.102138338060776,2.2678752158541897,0.258705247007342
17,25.824173038375548,2.9596918004513446,0.14764683122166058,0.740536198727915,15.660122421842814,0.6094811841199682,10.0,4.352956496066006,0.3186069015411304,1.2747014252013091,0.1085695158216568,0.7041042570260341,10.897674133523893,4.5455476283031775,2.242028392559363,1.3019909875789275,0.3853236513897536
18,2.079441565070131,3.4355047585667475,0.2896357869287316,0.6245495430307184,12.067193278440495,15.682344577421663,9.400100183063355,4.826079646630706,0.8,1.5508205271256394,0.2677940391395135,0.6116003050798353,0.7014723861015781,6.562206298627363,7.452918728580155,4.714039925376424,0.6816395300945308
19,129.1936191970135,0.7924305238474613,0.21564785877352394,0.18898748403986593,15.771089369737258,13.695002914329004,7.611858861312236,1.0424316446396868,0.2075007240052856,0.963304838286216,0.2096239215454485,0.1713031152454702,17.649950697172187,4.757113744824397,7.581806234131275,1.3052486570234327,0.2198491060445093
20,18.354686888941014,4.0,0.7088241252601675,0.0,3.085983124695241,20.0,6.769037068604879,1.4950200329146164,0.8,2.933790800275064,0.6535816288156808,0.0800631998649481,6.534025158592032,18.96730580378045,1.6294899858218448,0.4333623632645506,0.5567623328669756
21,112.2575325692895,4.0,0.153365178980754,0.5124227467283173,13.699432126686323,2.1698290969580576,0.41369365018086673,5.0,0.550895397033317,3.723959461383888,0.1204004769687822,0.461711064294016,13.679984282339152,3.4365951921365423,0.1125989349218947,4.438415652398624,0.2211387623920157
22,155.60538705775835,4.0,0.7768079037257349,0.9,0.004394660632654741,20.0,5.851878104394887,4.131860347758642,0.8,1.0298331352306982,0.5865156285666017,0.257204640020186,0.1941519314963313,11.509036689299649,3.077922783347105,0.7575703092606156,0.7827699870395481
23,102.6213413680319,0.12709042092792863,0.5568569777629637,0.6664750559369803,20.0,4.645155241860909,10.0,0.07847149091535356,0.7968753810835073,0.6598890715958099,0.6545118970289494,0.8016517723441617,17.174302314538906,3.685141343168936,2.368085336942393,0.091813182512862,0.7588432803589127
