ParticipantID,NLL,Recovered_lr,Recovered_vunsamp,Recovered_vsamp,Recovered_vps,Recovered_gamma1,Recovered_gamma2,Recovered_lam,Recovered_kappa_a,Recovered_prior_r,Synthetic_lr,Synthetic_vunsamp,Synthetic_vps,Synthetic_gamma1,Synthetic_gamma2,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r
11,45.81414066569381,3.200184028000923,0.30077811292302986,0.0,0.0,13.631180859964578,15.953247423182091,0.38987400942484496,3.335170470856532,0.3976002853108567,3.9719254305499136,0.2917451728631114,0.0318257275421825,16.347034585680266,10.066135671993246,0.527838561185705,4.451525136121206,0.4427086279882147
12,2.527347558684105,2.20282583136521,0.32917922043140657,0.0,0.11411922555503291,12.241878417602855,20.0,9.25288378600956,1.3194424498110906,0.46447293668898537,3.717092728561588,0.3618703564205054,0.0691490562972127,4.906022882399855,7.005210114144056,7.507282923552251,0.9237407617464184,0.4585841922355246
13,3.4669407983251466,4.0,0.5761961902990249,0.0,0.0,2.446624225823546,20.0,10.0,4.740364758136467,0.6531111263611651,3.492981679263875,0.4803849822355048,0.0928392477741509,0.4904497410926445,14.116196023220972,9.791274909582173,3.925826314761534,0.6588357181072506
14,10.23821686123068,2.9773637778726245,0.7459644133276223,0.0,0.3524535374469378,8.571376489903326,13.006480091578283,10.0,3.359060887862416,0.2,2.7017900627120794,0.7159524392687987,0.0360160071053793,5.293632634337079,13.907950719431048,8.669883296077439,3.373034359084121,0.305765676790059
15,20.259177608814888,1.6370277923967569,0.8521132392396691,0.0,0.0,17.670714697743218,20.0,10.0,3.429844271821543,0.6424244196306127,3.745233839782773,0.8130408300997676,0.0780108895260957,3.86000075148506,5.503860612210534,7.384118706046068,4.296866641504285,0.5469934324709308
16,2.9721668172533944,1.5025777100346462,0.44615600756661494,0.0,0.17674357320540646,7.775582478287371,14.376004955025344,10.0,2.967510662719064,0.2,0.7985822826066489,0.3735808988592262,0.1240732802376964,18.34792373716849,15.290618808209471,5.102138338060776,2.2678752158541897,0.258705247007342
17,7.229381927375391,0.40395246048494676,0.049302208049740524,0.054443352757614305,0.44123775802684306,1.318114036472378,20.0,10.0,1.9462294062756578,0.7397415305043504,1.2747014252013091,0.1085695158216568,0.7041042570260341,10.897674133523893,4.5455476283031775,2.242028392559363,1.3019909875789275,0.3853236513897536
18,2.079441565582491,3.644014745568902,0.30563498032068087,0.8512220663937106,0.41291702210698683,6.528215793443493,19.984566840420015,7.047615866452732,3.6498515562519533,0.4217023187262602,1.5508205271256394,0.2677940391395135,0.6116003050798353,0.7014723861015781,6.562206298627363,7.452918728580155,4.714039925376424,0.6816395300945308
19,106.9978510533001,1.5804870553967185,0.24142357090087413,0.11330254025077338,1.8386067801423077e-07,16.461757240057807,2.817367386499341,8.179615980872457,1.7988325723559837,0.20068238812695507,0.963304838286216,0.2096239215454485,0.1713031152454702,17.649950697172187,4.757113744824397,7.581806234131275,1.3052486570234327,0.2198491060445093
20,18.354686888943174,4.0,0.7088239965372253,0.0,0.0,3.0859851172490917,20.0,6.769034747758086,1.495019650701711,0.8,2.933790800275064,0.6535816288156808,0.0800631998649481,6.534025158592032,18.96730580378045,1.6294899858218448,0.4333623632645506,0.5567623328669756
21,114.66484935719023,2.085350053350629,0.16671029137027418,0.0,0.3996203542647306,1.128529409275588,6.7632548898430445,0.061935913485186574,4.099552403810042,0.2,3.723959461383888,0.1204004769687822,0.461711064294016,13.679984282339152,3.4365951921365423,0.1125989349218947,4.438415652398624,0.2211387623920157
22,152.87461683913395,4.0,0.7948564289684974,0.0,0.043536236626297894,0.012145489588962895,20.0,8.425215850187977,3.145983123159138,0.8,1.0298331352306982,0.5865156285666017,0.257204640020186,0.1941519314963313,11.509036689299649,3.077922783347105,0.7575703092606156,0.7827699870395481
23,63.246201069605775,0.02443954671418899,0.22568089879128536,0.0,0.8002595733886404,20.0,5.853799997971837,10.0,0.05087598962349179,0.7219655819516794,0.6598890715958099,0.6545118970289494,0.8016517723441617,17.174302314538906,3.685141343168936,2.368085336942393,0.091813182512862,0.7588432803589127
