ParticipantID,NLL,Recovered_lr,Recovered_vunsamp,Recovered_vps,Recovered_gamma1,Recovered_gamma2,Recovered_lam,Recovered_kappa_a,Recovered_prior_r,Synthetic_lr,Synthetic_vunsamp,Synthetic_vsamp,Synthetic_vps,Synthetic_gamma1,Synthetic_gamma2,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r
11,70.82501135663297,0.07568189094217699,0.02852655630656938,0.9,6.273583062067088,0.11782670228489686,10.0,4.6875209218638245,0.20994948153497175,2.1995596818879246,0.0138796401089302,0.8847350851854751,0.5385845001492133,7.682284559924533,2.9349586145496542,6.968783264368051,4.529042083532762,0.3908652514067701
12,2.079441542096373,2.0849041088811715,0.0758454027586611,0.8318976296687925,3.8342154451111155,5.964620584632736,7.7628133426531924,3.9415439496595646,0.6376550727011081,3.065968578624919,0.2587482918370689,0.861502808136954,0.6320841793153267,12.500311863866422,18.614694663002957,2.6904238725191854,4.618078731703804,0.6068497604743895
13,3.337753490540092,4.0,0.5680715165018183,0.34375451309135113,6.999080899961693,20.0,10.0,3.414506340986275,0.7512370455156492,3.085450028805848,0.5144718027914562,0.7505142097493099,0.6284536193626764,2.93217403553818,12.249222572561498,2.7932033561633185,4.5793936153365005,0.3189393741260923
14,2.092776320837018,1.0352208867483725,0.06875828604537178,0.5416286485164524,8.106533231201599,20.0,9.064523130743448,4.453887320524991,0.7514561411729571,1.1428659814852111,0.042889234472711,0.4028212296455743,0.5018290336540007,11.471221651541905,18.10754759919346,3.474139328006051,2.2376418979562764,0.7107425975008985
15,112.44831652106687,4.0,0.7688083423924004,0.0,8.680433431195123,1.6708119756427942,0.5786987623098352,4.705176987689581,0.2903042146602128,2.3073172129280994,0.5885936413899603,0.2505233973548844,0.4387241714632641,12.419047751609444,2.6678806029048,0.3290871659253447,0.5670550056541307,0.4864766458037919
16,211.5190295338477,0.012159278276238715,0.5945053709650956,0.33138144492055677,11.81439895322043,3.8047639915630005,10.0,0.0875230413388622,0.8,0.096106938523234,0.5635880362234995,0.087824356178476,0.2258653839446211,8.529858917124368,2.316534934124981,2.705519937974664,0.1053983641775563,0.7910273321662817
17,2.079441679779397,3.9999967611382243,0.24554618495908812,0.581108081694144,0.7393829513007621,18.244408719450572,7.452078750572434,4.199759200807915,0.5612710037841906,2.4462944324856424,0.3405184549517241,0.0238755159994042,0.3508548735374858,9.051172527728683,18.620063875290057,2.7850417183805662,3.073909455416495,0.5991010127493162
18,137.58004817754033,1.343650413471484e-06,0.05805194357838453,0.7488653981185251,16.21996521143081,18.755208393155353,8.35279806962352,4.989655001319831,0.2,0.7438438791853557,0.4551870140877886,0.7078506865739413,0.0869211309855721,12.120705963379244,0.5211986537678648,0.0704672381007565,0.2976430357003568,0.4888402754894219
19,2.079441541679837,2.60937441204308,0.15071662522060514,0.8663618866205401,11.815018005231224,9.592154216040917,8.322695749864835,4.334763252705258,0.2995183568095361,3.702816434760924,0.3650016457251218,0.0675293754028867,0.775217227034726,10.385951709408804,6.378717378348481,9.630323387846756,4.691308842511892,0.3560113831740154
20,44.21964134917844,0.08670430269360471,0.6221309420290576,0.6908759403569882,3.7955185123264568,20.0,2.7097780778275693,4.758907818108783,0.3318552800881296,0.805567414854881,0.5300178329754696,0.758266388857403,0.3030489807705494,11.728588429285232,3.2448999895761554,1.9459373523814183,3.806676079960478,0.29005907681123
21,16.17303106674194,0.29984739958827156,0.6717440937006706,0.0,10.755575680648509,19.99999999933059,7.59431843109986,3.684870424072789,0.20890030618159322,1.06362816419131,0.6205453768599025,0.0135803768696811,0.0289749634817134,5.750518800480573,6.732463610245983,3.6221610553001113,4.035952877567598,0.2215885805951851
22,32.33809564235073,0.1846595456054598,0.5214590265398791,0.9,4.179110470237893,2.5415288537863963,10.0,5.0,0.47693981091979376,1.4335809785013005,0.5744503199401418,0.1287036985664904,0.7719647530602965,12.911288165468656,2.3058685096005416,2.080974099989472,3.727491653740823,0.4420439770005037
23,59.289475402175654,2.007606756341909,0.742736046931497,0.7582810041903589,20.0,0.3185588584523566,10.0,5.0,0.4698032378386534,1.937880243794027,0.7987095702654547,0.1236991946618078,0.8679355176475059,0.8525936359315978,1.988805145097696,2.232384309404435,4.03292541130257,0.4735236844217015
