ParticipantID,NLL,Recovered_lr,Recovered_vunsamp,Recovered_vsamp,Recovered_gamma1,Recovered_gamma2,Recovered_lam,Recovered_kappa_a,Recovered_prior_r,Synthetic_lr,Synthetic_vunsamp,Synthetic_vsamp,Synthetic_vps,Synthetic_gamma1,Synthetic_gamma2,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r
11,50.525557428424456,1.3879591727721874,0.06273016538282473,0.9,16.813708607772895,20.0,0.0,4.752056327912475,0.26997373656159446,2.1995596818879246,0.0138796401089302,0.8847350851854751,0.5385845001492133,7.682284559924533,2.9349586145496542,6.968783264368051,4.529042083532762,0.3908652514067701
12,2.079441597829494,4.0,0.2231959845603112,0.8736773426454683,3.1215966079044737,14.00250589808669,8.635020002580395,2.9396014430960427,0.7668040539960806,3.065968578624919,0.2587482918370689,0.861502808136954,0.6320841793153267,12.500311863866422,18.614694663002957,2.6904238725191854,4.618078731703804,0.6068497604743895
13,3.3571735886932323,4.0,0.5650890535629705,0.060941001828825454,7.47890179152392,20.0,10.0,3.837007525593366,0.7586357912655111,3.085450028805848,0.5144718027914562,0.7505142097493099,0.6284536193626764,2.93217403553818,12.249222572561498,2.7932033561633185,4.5793936153365005,0.3189393741260923
14,5.92227997493186,0.15689590442374876,0.09006433564186223,0.4530312659072087,8.24397843522259,20.0,10.0,1.9866062320674482,0.8,1.1428659814852111,0.042889234472711,0.4028212296455743,0.5018290336540007,11.471221651541905,18.10754759919346,3.474139328006051,2.2376418979562764,0.7107425975008985
15,112.09864005684456,4.0,0.7236155800283409,0.4818427875741773,4.553874131680211,1.7746491633005455,0.4036665118176394,2.8047860565282647,0.2620320932995256,2.3073172129280994,0.5885936413899603,0.2505233973548844,0.4387241714632641,12.419047751609444,2.6678806029048,0.3290871659253447,0.5670550056541307,0.4864766458037919
16,212.11960705069885,0.3837386280826485,0.7373085296524755,0.0,20.0,5.498152161934471,0.39835386435978665,0.052668152911037214,0.8,0.096106938523234,0.5635880362234995,0.087824356178476,0.2258653839446211,8.529858917124368,2.316534934124981,2.705519937974664,0.1053983641775563,0.7910273321662817
17,2.0794415447301997,3.9981505948308134,0.1633937200919965,0.8063012969004903,4.7187767035118044,18.573715688141174,9.999079281328068,3.2603701552536206,0.7127915562441215,2.4462944324856424,0.3405184549517241,0.0238755159994042,0.3508548735374858,9.051172527728683,18.620063875290057,2.7850417183805662,3.073909455416495,0.5991010127493162
18,138.586024518871,0.5808763158570625,0.9,0.7932163746015466,12.067193278440495,20.0,0.0,4.826079646630706,0.6505895053510662,0.7438438791853557,0.4551870140877886,0.7078506865739413,0.0869211309855721,12.120705963379244,0.5211986537678648,0.0704672381007565,0.2976430357003568,0.4888402754894219
19,2.0794415843011143,3.6530690867808953,0.14669558611110922,0.9,12.827433120532248,14.088956965763657,6.8999074563838985,2.4698342691847355,0.7533523235034336,3.702816434760924,0.3650016457251218,0.0675293754028867,0.775217227034726,10.385951709408804,6.378717378348481,9.630323387846756,4.691308842511892,0.3560113831740154
20,44.53304121429757,0.9219977881933292,0.6352798010976807,0.8039648943059641,6.3650290718497455,20.0,0.255819992313359,5.0,0.2,0.805567414854881,0.5300178329754696,0.758266388857403,0.3030489807705494,11.728588429285232,3.2448999895761554,1.9459373523814183,3.806676079960478,0.29005907681123
21,16.17303472600295,0.2999063047658134,0.6717368736696532,0.0,14.247000053464486,17.427599063428534,8.716285289808265,3.5186751604484128,0.20901907127806627,1.06362816419131,0.6205453768599025,0.0135803768696811,0.0289749634817134,5.750518800480573,6.732463610245983,3.6221610553001113,4.035952877567598,0.2215885805951851
22,31.9302833814404,1.633896532258463,0.6164035789043816,0.9,17.447728221734312,20.0,0.10609506885033512,4.589454222559554,0.2,1.4335809785013005,0.5744503199401418,0.1287036985664904,0.7719647530602965,12.911288165468656,2.3058685096005416,2.080974099989472,3.727491653740823,0.4420439770005037
23,59.91447999406238,1.356468982964298,0.7703849758484288,0.7872090876819785,8.418020769225834,0.6561596427435487,10.0,5.0,0.524736816271537,1.937880243794027,0.7987095702654547,0.1236991946618078,0.8679355176475059,0.8525936359315978,1.988805145097696,2.232384309404435,4.03292541130257,0.4735236844217015
