ParticipantID,NLL,Recovered_lr,Recovered_vunsamp,Recovered_vsamp,Recovered_lam,Recovered_kappa_a,Recovered_prior_r,Recovered_a_bs,Recovered_ndt,Recovered_v_stage_0,Recovered_v_stage_1,Synthetic_lr,Synthetic_vunsamp,Synthetic_vps,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r,Synthetic_a_bs,Synthetic_ndt,Synthetic_v_stage_0,Synthetic_v_stage_1
11,-3.9214332985420226,0.5130659480716879,0.8609485196000973,0.5477815463215618,8.042508529012153,5.0,0.4696291394992426,2.6817127835087433,0.6745614688305442,2.127315391269541,10.0,1.1499924081647506,0.861502808136954,0.6320841793153267,6.250155931933211,4.6536736657507385,0.3614254323511511,3.7173782614608144,0.6780829341239825,7.7136250720146196,5.716353364349514
12,-0.8685540244524204,3.2312989624404267,0.660284412081516,0.06624645828721913,3.159347712567416,0.7829001771651833,0.6737653404845272,1.0277135047387378,0.2874224349584166,0.9328764292412465,10.0,3.335618709996933,0.6284536193626764,0.1319478315992181,6.124611286280749,1.3966016780816592,0.7495272338403802,1.0334594737775689,0.2857164953713028,0.4765470496967894,4.475791440506382
13,-1.9210027505578406,2.0685246981878285,0.73406158903303,0.9,3.9874070185287276,1.3370537901381607,0.8,2.022210485123722,0.6518608260694667,5.75390263762683,10.0,2.230351260684447,0.5162049743193857,0.8148396419637057,3.474139328006051,2.2376418979562764,0.7107425975008985,2.434268421958492,0.6539929348777337,2.78359330394316,4.87471301625849
14,-1.7822389697490206,2.886222929916542,0.11961596361767793,0.01578061712224738,1.6865770674996543,2.7396275492789486,0.23756204299815875,2.7587183435709663,0.09598809025208913,1.8019419986311676,3.066037751713136,2.483809550321889,0.1200546271307159,0.029617844933281,1.1341100113082614,2.387305381698265,0.2144160407784851,2.6169730378077203,0.0975826179760844,2.5096153771624574,4.264929458562184
15,-4.909665617446254,0.513263936299457,0.24068461541484273,0.022801327743077762,10.0,3.635803389728487,0.4183533296645824,0.3892641112809893,0.38960728489082624,2.1363640819573875,7.603360938092502,0.4633069868249961,0.2434967944177198,0.0189717055519601,9.850455536104691,3.057868040607053,0.4270123033011495,0.3981548991086618,0.3898387483749842,4.525586263864343,9.310031937645029
16,0.043446499075175976,3.123151776112118,0.012260778923481229,0.9,0.0001630870260007567,4.955852099703567,0.5009208973417385,0.6776882262618116,0.59735818754052,0.021105345088153853,7.6030095368461685,1.1140166873522266,0.5533037019749691,0.5986515191239741,1.8596096979633887,2.528816744932159,0.6719004577159611,0.65734242738513,0.6060352981689622,0.2605993268839324,0.0704672381007565
17,-0.8630922591031006,0.3214453988388476,0.7697128390646574,0.9,10.0,0.16159629819815804,0.7867615225348835,1.3639826517443996,0.29742936129446856,10.0,7.914000825241633,0.2381144285602854,0.4332604132341328,0.8331336978212078,4.055573841390242,0.375163196682704,0.7168114846898173,2.221401066240629,0.3189358689174241,9.630323387846756,9.382617685023783
18,-3.04371792450438,0.9604646085529887,0.2636076606133875,0.4302154488632168,10.0,1.22425094215553,0.5966844599037368,0.7581293210938622,0.1948140826485255,10.0,2.057736525926683,1.0400758878267693,0.1812526683423482,0.5300178329754696,8.42518209841559,1.6836054487252743,0.551857652878557,0.9003064980715887,0.1945937352381418,7.613352159920956,1.5009846135204996
19,1.4971295655943104,0.8244203739935321,0.6282122251355788,0.026604941762411533,0.3122004915193741,1.3481360443984398,0.4385052105555386,1.6386341051966082,0.8163160800109132,0.3899591887923847,4.709667545732217,1.06362816419131,0.6205453768599025,0.0135803768696811,0.3219440386857053,1.4376297001201432,0.4019739083073795,1.6401995904610414,0.8071905755135196,0.3598096765864189,3.5839524462532517
20,-2.154268624348203,0.5144572655450741,0.15356768587044956,0.5822301092908845,10.0,0.10989363994477415,0.5675488126335224,1.0443658854716042,0.3998254080505071,6.060112715138551,10.0,2.553112533067297,0.1287036985664904,0.7719647530602965,6.455644082734327,0.5764671274001354,0.3248584459993683,3.058343823768209,0.4034066283341728,4.844700609485067,8.874550780727276
21,0.9458114694699479,0.4837231862230155,0.9,0.0,4.012522108198567,3.6445078795986356,0.6650362196355265,1.923658579618057,0.6819367623020226,0.12871860973658755,0.3710393367012951,0.5497741984969235,0.8679355176475059,0.0383667136169219,0.994402572548848,1.1161921547022176,0.6839510493563086,1.986729387267159,0.6532511422613194,1.7432113751983724,1.6672193292652826
22,-4.9399351862690395,1.6466796626687756,0.6558303840513011,0.3799961914330079,9.997471955644375,3.1660696573539293,0.3921841797450357,1.0211263356152303,0.37367525788507444,6.5623184128776195,9.341884516212804,2.0833933622151566,0.6662642717521995,0.4162270186935256,8.696140851211128,3.302059673353201,0.3494540530711597,1.169138216967788,0.3740467168670696,7.566160562962172,9.379376643097824
23,-3.6007799196514387,2.2592704431293726,0.2147703892696359,0.25720661110187526,6.663422035430433,2.440164284271463,0.5435234839610321,0.5730344882602036,0.7122681483192068,0.9934481001543441,10.0,3.447623997275332,0.2354497134146295,0.3710510351807128,6.115440994503215,2.7341722790790417,0.4335649672453794,0.6752568744607239,0.7122448043972556,0.8813516392543386,8.660774293737196
