ParticipantID,NLL,Recovered_lr,Recovered_vsamp,Recovered_vps,Recovered_lam,Recovered_kappa_a,Recovered_prior_r,Recovered_a_bs,Recovered_ndt,Recovered_v_stage_0,Recovered_v_stage_1,Synthetic_lr,Synthetic_vunsamp,Synthetic_vps,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r,Synthetic_a_bs,Synthetic_ndt,Synthetic_v_stage_0,Synthetic_v_stage_1
11,-1.0512636000414357,7.53395522477738e-05,2.2513822545105876e-06,0.9,0.5124936538351355,4.999177371678055,0.42232368136873893,0.9149325201220032,0.6786798927623093,1.4169624656668047,0.25240774753339745,1.1499924081647506,0.861502808136954,0.6320841793153267,6.250155931933211,4.6536736657507385,0.3614254323511511,3.7173782614608144,0.6780829341239825,7.7136250720146196,5.716353364349514
12,0.38183917352110214,0.010741892240949936,0.13366843766632305,0.9,1.0001434041474908,0.17879742004691676,0.7646339416903505,0.7512772931092625,0.2206326197263234,2.606927493661873,3.623891149695928,3.335618709996933,0.6284536193626764,0.1319478315992181,6.124611286280749,1.3966016780816592,0.7495272338403802,1.0334594737775689,0.2857164953713028,0.4765470496967894,4.475791440506382
13,0.10654380063563647,7.247647144429466e-05,0.004026955487293121,0.8534039276322096,6.696638299190757,0.2444837009913483,0.7999994116156782,0.7781600635477973,0.6017871657401271,9.309888177989027,1.9538712574741817,2.230351260684447,0.5162049743193857,0.8148396419637057,3.474139328006051,2.2376418979562764,0.7107425975008985,2.434268421958492,0.6539929348777337,2.78359330394316,4.87471301625849
14,-1.3727511122657394,2.2243622479446943,0.49652959913730793,0.0,0.12162961299216053,0.9217751419313588,0.2,1.313404336080936,0.13186296610414858,10.0,4.830130131053654,2.483809550321889,0.1200546271307159,0.029617844933281,1.1341100113082614,2.387305381698265,0.2144160407784851,2.6169730378077203,0.0975826179760844,2.5096153771624574,4.264929458562184
15,-4.324551582462322,0.37450284310901055,0.3298139768980261,0.47756724893131997,9.301404647491177,4.427581747007196,0.8,0.3,0.38960008961033626,0.7770193836214745,3.4403391527096474,0.4633069868249961,0.2434967944177198,0.0189717055519601,9.850455536104691,3.057868040607053,0.4270123033011495,0.3981548991086618,0.3898387483749842,4.525586263864343,9.310031937645029
16,0.035165350247195706,0.011901643981658569,0.42649530602034624,0.9,0.0,5.0,0.3472621073356077,0.6772052125353061,0.597542446200138,0.020245203715359775,10.0,1.1140166873522266,0.5533037019749691,0.5986515191239741,1.8596096979633887,2.528816744932159,0.6719004577159611,0.65734242738513,0.6060352981689622,0.2605993268839324,0.0704672381007565
17,0.5517432231900238,0.0,0.5175088787643514,0.7114492386622824,2.2876714915135507e-09,0.04864975842623196,0.2,0.783233584913632,0.26453193134196434,10.0,2.319961291162219,0.2381144285602854,0.4332604132341328,0.8331336978212078,4.055573841390242,0.375163196682704,0.7168114846898173,2.221401066240629,0.3189358689174241,9.630323387846756,9.382617685023783
18,-1.89435597237221,0.009643192237850342,0.05499684781789047,0.7666001941747714,10.0,0.776310700422028,0.799625849626463,0.40852357797148103,0.1908747569054235,5.665540025890438,0.9534927825492234,1.0400758878267693,0.1812526683423482,0.5300178329754696,8.42518209841559,1.6836054487252743,0.551857652878557,0.9003064980715887,0.1945937352381418,7.613352159920956,1.5009846135204996
19,1.586769996798275,1.114600820167685,0.8383174515715723,0.15100012410565913,0.07226296558141142,0.24440304934321783,0.5710274597951572,1.5448350808939724,0.8387827397765175,2.7268572935616,10.0,1.06362816419131,0.6205453768599025,0.0135803768696811,0.3219440386857053,1.4376297001201432,0.4019739083073795,1.6401995904610414,0.8071905755135196,0.3598096765864189,3.5839524462532517
20,-0.6494815911999409,0.0430117113744652,0.6303877138161903,0.724703793217108,10.0,0.10501521093912777,0.7778801796580852,0.617448917257543,0.3980267537151625,4.129954638813087,10.0,2.553112533067297,0.1287036985664904,0.7719647530602965,6.455644082734327,0.5764671274001354,0.3248584459993683,3.058343823768209,0.4034066283341728,4.844700609485067,8.874550780727276
21,1.0037704124718956,0.00034410899163684364,0.007330446799551966,0.6252228725078381,0.2364208869151175,1.23773916094243,0.423380209878062,1.8507995316749557,0.6902379125287231,1.5335038329451758,5.952526443000641,0.5497741984969235,0.8679355176475059,0.0383667136169219,0.994402572548848,1.1161921547022176,0.6839510493563086,1.986729387267159,0.6532511422613194,1.7432113751983724,1.6672193292652826
22,-2.137370680468773,0.1499364983158256,0.0,0.4375292898653568,0.255446803008,1.3885418620769432,0.8,0.3375629469881501,0.37102848272311223,10.0,10.0,2.0833933622151566,0.6662642717521995,0.4162270186935256,8.696140851211128,3.302059673353201,0.3494540530711597,1.169138216967788,0.3740467168670696,7.566160562962172,9.379376643097824
23,-2.676726600935025,2.1529639997734717,0.7203552358404044,0.4542851471711587,9.175618030758047,3.2727617857584463,0.455565002613523,0.3,0.7116064759979988,0.225549464066126,1.0958903467380812,3.447623997275332,0.2354497134146295,0.3710510351807128,6.115440994503215,2.7341722790790417,0.4335649672453794,0.6752568744607239,0.7122448043972556,0.8813516392543386,8.660774293737196
